Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,Area_bin,Area_bin_order,Frontage_bin,Frontage_bin_order,Access_Road_bin,Access_Road_bin_order,Floors_bin,Floors_bin_order,Bedrooms_bin,Bedrooms_bin_order,Bathrooms_bin,Bathrooms_bin_order,Total_Room,Total_Room_bin,Total_Room_order
"Đường Hoàng Diệu, Phường Bình Hiên, Hải Châu, Đà Nẵng",101.6,9.4,2.5,2.0,3,2,Have certificate,Full,4.75,Đà Nẵng,Hải Châu,80–120,4,8–12,4,2–3,1,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Trung Kiên, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",37.0,4.68,10.0,5.0,3,1,Have certificate,Full,6.8,Hà Nội,Bắc Từ Liêm,20–40,1,4–6,2,lớn hơn 9,5,5–7,3,3–4,2,1–2,1,4,2–4,1
"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",60.0,5.0,5.0,3.0,3,3,Have certificate,Full,4.65,Hồ Chí Minh,Quận 9,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",32.0,4.8,2.5,5.0,3,4,Have certificate,Basic,5.25,Hà Nội,Nam Từ Liêm,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trương Văn Bang, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",58.8,4.2,5.0,5.0,1,1,Have certificate,No furnishings,5.2,Hồ Chí Minh,Quận 2,40–60,2,4–6,2,3–5,2,5–7,3,1–2,1,1–2,1,2,2–4,1
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,4.76,2.0,5.0,3,4,Have certificate,Full,4.4,Hà Nội,Hoài Đức,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Tôn Đản, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng",106.0,5.27,7.5,3.0,4,4,Have certificate,Full,4.7,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",25.0,3.0,3.0,4.0,2,2,Have certificate,Full,6.3,Hà Nội,Tây Hồ,20–40,1,2–4,1,2–3,1,3–4,2,1–2,1,1–2,1,4,2–4,1
"140/98 Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",59.0,5.0,6.0,4.0,1,1,Have certificate,No furnishings,4.5,Hồ Chí Minh,Quận 12,40–60,2,4–6,2,5–7,3,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",51.25,4.1,3.0,3.0,3,3,Have certificate,Basic,5.0,Hồ Chí Minh,Quận 7,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Biên Hòa, Đồng Nai",88.0,4.0,6.0,1.0,3,2,Have certificate,Basic,3.5,Đồng Nai,Biên Hòa,80–120,4,2–4,1,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Số 6, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",65.5,3.3,5.0,1.0,5,1,Have certificate,No furnishings,3.5,Hồ Chí Minh,Thủ Đức,60–80,3,2–4,1,3–5,2,1–2,1,5–8,3,1–2,1,6,5–7,2
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",62.0,4.0,3.0,4.0,3,3,Sale contract,No furnishings,8.5,Hồ Chí Minh,Bình Thạnh,60–80,3,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",40.0,4.0,5.0,5.0,4,5,Have certificate,No furnishings,6.7,Hồ Chí Minh,Bình Thạnh,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,5–8,3,9,8–11,3
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",122.0,5.5,5.0,4.0,5,3,Have certificate,Full,8.6,Hồ Chí Minh,Gò Vấp,120–160,5,4–6,2,3–5,2,3–4,2,5–8,3,3–4,2,8,8–11,3
"Đường Lê Văn Hiến, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",48.0,7.0,5.5,2.0,4,4,Have certificate,Basic,7.65,Hà Nội,Bắc Từ Liêm,40–60,2,6–8,3,5–7,3,1–2,1,3–4,2,3–4,2,8,8–11,3
"Hẻm C13 Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",32.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,2.1,Hồ Chí Minh,Bình Chánh,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Nguyễn Công Trứ, Phường Văn Quán, Hà Đông, Hà Nội",31.0,2.85,2.0,4.0,3,3,Have certificate,Full,4.6,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Kha Vạn Cân, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44.0,4.505,4.0,2.0,2,2,Have certificate,No furnishings,4.3,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh",52.8,4.6,5.0,3.0,4,4,Have certificate,No furnishings,6.5,Hồ Chí Minh,Tân Bình,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Cô Giang, Phường 1, Phú Nhuận, Hồ Chí Minh",61.0,3.2,6.0,1.0,2,2,Have certificate,No furnishings,7.5,Hồ Chí Minh,Phú Nhuận,60–80,3,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",60.0,4.7,6.0,2.0,2,1,Have certificate,No furnishings,6.2,Hà Nội,Long Biên,40–60,2,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh",56.0,4.5,3.0,2.0,3,3,Have certificate,Basic,2.62,Hồ Chí Minh,Quận 10,40–60,2,4–6,2,2–3,1,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",56.0,5.0,3.0,1.0,2,3,Sale contract,Basic,2.82,Hồ Chí Minh,Quận 8,40–60,2,4–6,2,2–3,1,1–2,1,1–2,1,3–4,2,5,5–7,2
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",45.0,5.0,5.0,3.0,4,4,Have certificate,Basic,2.87,Hồ Chí Minh,Phú Nhuận,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",60.0,5.0,3.0,5.0,4,4,Have certificate,Full,8.98,Hà Nội,Ba Đình,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"An Thọ, Xã An Khánh, Hoài Đức, Hà Nội",91.0,4.52,7.0,6.0,1,1,Sale contract,Basic,7.7,Hà Nội,Hoài Đức,80–120,4,4–6,2,5–7,3,5–7,3,1–2,1,1–2,1,2,2–4,1
"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",36.0,4.0,3.0,4.0,4,3,Have certificate,Full,5.25,Hà Nội,Cầu Giấy,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",40.0,4.0,3.0,7.0,3,5,Have certificate,Full,9.7,Hà Nội,Ba Đình,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,5–8,3,8,8–11,3
"Đường Bùi Thị Xuân, Phường Tân Bình, Dĩ An, Bình Dương",60.0,6.2,8.0,2.0,3,2,Have certificate,Basic,3.1,Bình Dương,Dĩ An,40–60,2,6–8,3,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",65.0,4.6,10.0,2.0,2,2,Have certificate,No furnishings,7.9,Hồ Chí Minh,Quận 6,60–80,3,4–6,2,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",37.0,4.2,3.0,5.0,3,4,Have certificate,No furnishings,7.5,Hà Nội,Hai Bà Trưng,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",32.0,4.0,3.0,4.0,3,4,Have certificate,Full,5.8,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Thị Trung, Phường Thuận Giao, Thuận An, Bình Dương",81.8,4.4,5.0,2.0,2,2,Have certificate,Basic,2.65,Bình Dương,Thuận An,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Phố Quỳnh Mai, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",43.0,4.0,5.0,3.0,2,2,Have certificate,Full,3.68,Hà Nội,Hai Bà Trưng,40–60,2,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,4,2–4,1
"Dự án KĐTM lấn biển Tây Bắc TP. Rạch Giá, Đường Số 11, Phường Vĩnh Thanh, Rạch Giá, Kiên Giang",90.0,4.5,7.0,2.0,3,3,Have certificate,Basic,3.25,Kiên Giang,Rạch Giá,80–120,4,4–6,2,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường 17, Phường An Lạc, Bình Tân, Hồ Chí Minh",64.0,4.0,5.0,3.0,3,4,Have certificate,Basic,7.3,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",34.0,3.0,3.0,5.0,3,4,Have certificate,Full,5.1,Hà Nội,Tây Hồ,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",84.0,4.0,7.0,3.5,4,5,Sale contract,No furnishings,8.0,Hồ Chí Minh,Tân Phú,80–120,4,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Tân Xuân 6, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",36.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,1.42,Hồ Chí Minh,Hóc Môn,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",78.0,8.0,12.0,2.0,3,4,Sale contract,No furnishings,1.7,Hồ Chí Minh,Hóc Môn,60–80,3,6–8,3,lớn hơn 9,5,1–2,1,3–4,2,3–4,2,7,5–7,2
"Phố Lý Thường Kiệt, Phường Dĩ An, Dĩ An, Bình Dương",72.1,5.085,3.0,1.0,1,1,Have certificate,Basic,2.35,Bình Dương,Dĩ An,60–80,3,4–6,2,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",30.0,3.1,3.0,5.0,3,4,Have certificate,No furnishings,7.98,Hà Nội,Ba Đình,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trường Chinh, Phường 13, Tân Bình, Hồ Chí Minh",58.3,4.0,4.0,3.0,4,3,Have certificate,Full,8.9,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh.",40.0,4.0,7.0,2.0,2,2,Sale contract,Full,1.7,Hồ Chí Minh,Bình Tân,20–40,1,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",41.0,4.5,3.0,6.0,4,4,Have certificate,Full,9.2,Hà Nội,Long Biên,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",30.0,4.2,3.0,5.0,3,4,Sale contract,No furnishings,4.5,Hà Nội,Cầu Giấy,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Số 33, Đường Ngô Văn Sở, Phường Bắc Sơn, Sầm Sơn, Thanh Hóa.",69.0,6.0,6.0,2.0,3,1,Sale contract,Full,2.05,Thanh Hóa,Sầm Sơn,60–80,3,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,4,2–4,1
"Phường Phước Hải, Nha Trang, Khánh Hòa",100.0,5.0,10.0,3.0,2,3,Have certificate,Full,7.8,Khánh Hòa,Nha Trang,80–120,4,4–6,2,lớn hơn 9,5,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường Ngũ Nhạc, Phường Thanh Trì, Hoàng Mai, Hà Nội",35.0,3.5,2.7,5.0,3,4,Have certificate,No furnishings,5.6,Hà Nội,Hoàng Mai,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Số 10, Phường Thường Thạnh, Cái Răng, Cần Thơ",100.0,5.0,5.0,1.0,2,2,Have certificate,Basic,3.8,Cần Thơ,Cái Răng,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"21 ngõ 266, Đường Thụy Phương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",37.0,4.6,5.0,5.0,3,4,Have certificate,Full,7.9,Hà Nội,Bắc Từ Liêm,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Liên khu 4-5, Phường An Lạc, Bình Tân, Hồ Chí Minh",50.0,4.0,5.0,1.0,4,5,Have certificate,No furnishings,4.7,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,3–5,2,1–2,1,3–4,2,5–8,3,9,8–11,3
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",46.0,4.0,6.0,3.0,4,4,Have certificate,No furnishings,5.6,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Trãi, Phường Bắc Sơn, Sầm Sơn, Thanh Hóa.",88.0,6.0,10.0,2.0,3,2,Have certificate,Basic,4.05,Thanh Hóa,Sầm Sơn,80–120,4,4–6,2,lớn hơn 9,5,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Đại Cát, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",42.0,4.0,6.0,5.0,3,4,Have certificate,Full,6.5,Hà Nội,Bắc Từ Liêm,40–60,2,2–4,1,5–7,3,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Hoàng Văn Thụ, Phường An Cư, Ninh Kiều, Cần Thơ",51.8,3.7,5.0,1.0,3,2,Have certificate,Full,2.9,Cần Thơ,Ninh Kiều,40–60,2,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Hùng Vương, Phường Lộc Thọ, Nha Trang, Khánh Hòa",46.2,4.9,3.0,6.0,5,6,Have certificate,Full,7.5,Khánh Hòa,Nha Trang,40–60,2,4–6,2,2–3,1,5–7,3,5–8,3,5–8,3,11,8–11,3
"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90.0,5.1,5.0,2.0,2,2,Have certificate,No furnishings,5.1,Hồ Chí Minh,Quận 9,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Tên Lửa, Phường An Lạc, Bình Tân, Hồ Chí Minh",90.0,4.4,5.0,4.0,4,3,Have certificate,Full,9.7,Hồ Chí Minh,Bình Tân,80–120,4,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",39.0,3.0,5.0,3.0,1,1,Have certificate,No furnishings,9.7,Hồ Chí Minh,Quận 5,20–40,1,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",53.0,5.0,6.0,3.0,3,3,Have certificate,Full,4.8,Hồ Chí Minh,Quận 9,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Phú Lãm, Hà Đông, Hà Nội",33.0,3.6,3.0,4.0,3,4,Have certificate,Basic,3.7,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Hòa Thọ Tây, Cẩm Lệ, Đà Nẵng",85.0,4.4,5.5,1.0,1,1,Sale contract,No furnishings,2.2,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Xã Phước Lợi, Bến Lức, Long An",102.0,4.4,5.0,2.0,2,2,Sale contract,No furnishings,1.56,Long An,Bến Lức,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",64.0,7.0,6.0,2.0,3,3,Sale contract,No furnishings,5.0,Hồ Chí Minh,Nhà Bè,60–80,3,6–8,3,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Chợ Hàng Mới, Phường  Kênh Dương, Lê Chân, Hải Phòng",42.0,4.0,3.0,4.0,3,3,Have certificate,Basic,3.05,Hải Phòng,Lê Chân,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",142.0,4.5,10.0,2.0,5,1,Have certificate,No furnishings,7.7,Hồ Chí Minh,Bình Tân,120–160,5,4–6,2,lớn hơn 9,5,1–2,1,5–8,3,1–2,1,6,5–7,2
"Xã Cự Khê, Thanh Oai, Hà Nội",30.9,3.0,3.0,3.0,3,2,Have certificate,Basic,2.68,Hà Nội,Thanh Oai,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,1–2,1,5,5–7,2
"Dự án The Pegasus Residence, Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Biên Hòa, Đồng Nai",130.0,10.0,5.0,2.0,1,1,Have certificate,No furnishings,4.9,Đồng Nai,Biên Hòa,120–160,5,8–12,4,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",27.0,3.5,5.0,5.0,3,3,Sale contract,No furnishings,8.0,Hà Nội,Ba Đình,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,6,5–7,2
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",55.0,4.2,2.8,4.0,4,3,Have certificate,No furnishings,9.77,Hà Nội,Nam Từ Liêm,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh",54.0,4.0,3.0,2.0,2,2,Have certificate,Basic,6.4,Hồ Chí Minh,Quận 10,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Mỹ Phước Tân Vạn, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60.6,4.0,12.0,3.0,3,3,Have certificate,Full,3.2,Bình Dương,Dĩ An,60–80,3,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",32.0,3.6,2.0,4.0,3,3,Have certificate,Basic,3.3,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",84.0,4.2,8.0,2.0,7,7,Have certificate,Full,6.8,Hồ Chí Minh,Quận 6,80–120,4,4–6,2,7–9,4,1–2,1,5–8,3,5–8,3,14,12+,4
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",45.0,5.0,6.0,3.0,3,4,Have certificate,Full,7.0,Hồ Chí Minh,Gò Vấp,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",35.0,3.9,3.0,1.0,1,1,Have certificate,Full,3.4,Hà Nội,Bắc Từ Liêm,20–40,1,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",90.0,5.0,5.0,2.0,3,2,Have certificate,Full,2.6,Bình Dương,Thuận An,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Hà Huy Giáp, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",126.0,5.0,5.5,2.0,6,6,Have certificate,No furnishings,8.6,Đà Nẵng,Hải Châu,120–160,5,4–6,2,5–7,3,1–2,1,5–8,3,5–8,3,12,12+,4
"Đường Hồ Tùng Mậu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90.0,5.0,7.5,3.0,4,4,Have certificate,Full,6.49,Đà Nẵng,Liên Chiểu,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44.0,4.05,6.0,3.0,4,4,Have certificate,Full,7.0,Hồ Chí Minh,Quận 10,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",36.3,4.0,5.0,3.0,4,3,Have certificate,No furnishings,9.5,Hồ Chí Minh,Phú Nhuận,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Dự án Kim Long City, Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",100.0,5.0,7.5,3.0,3,3,Sale contract,No furnishings,4.49,Đà Nẵng,Liên Chiểu,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường An Nhơn 8, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",70.0,6.0,5.5,2.0,3,3,Have certificate,No furnishings,6.3,Đà Nẵng,Sơn Trà,60–80,3,4–6,2,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",65.0,4.0,6.0,2.0,2,2,Sale contract,No furnishings,5.5,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",50.0,4.05,6.0,4.0,3,4,Have certificate,Full,9.3,Hồ Chí Minh,Quận 3,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",48.0,4.0,2.5,5.0,4,4,Sale contract,No furnishings,7.35,Hà Nội,Ba Đình,40–60,2,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",63.0,4.0,4.0,2.0,4,2,Have certificate,No furnishings,6.25,Hồ Chí Minh,Gò Vấp,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,6,5–7,2
"Đường Dương Sơn, Xã Hòa Tiến, Hòa Vang, Đà Nẵng",125.0,5.0,5.0,1.0,2,1,Have certificate,Full,1.69,Đà Nẵng,Hòa Vang,120–160,5,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Dự án Tropicana - Novaworld Hồ Tràm, Đường Ven Biển, Xã Bình Châu, Xuyên Mộc, Bà Rịa Vũng Tàu",160.0,8.0,12.0,2.0,4,3,Sale contract,No furnishings,6.0,Bà Rịa Vũng Tàu,Xuyên Mộc,120–160,5,6–8,3,lớn hơn 9,5,1–2,1,3–4,2,3–4,2,7,5–7,2
"Ngõ 184, Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",33.0,3.2,3.0,5.0,3,4,Have certificate,Full,4.95,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Xã Vân Hà, Đông Anh, Hà Nội",63.0,5.0,4.0,3.0,3,3,Have certificate,Basic,3.1,Hà Nội,Đông Anh,60–80,3,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",33.0,3.3,2.0,4.0,3,3,Have certificate,Full,6.15,Hà Nội,Thanh Xuân,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",33.0,4.0,4.5,5.0,3,4,Have certificate,Full,6.1,Hà Nội,Tây Hồ,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Xã Di Trạch, Hoài Đức, Hà Nội",40.0,4.0,3.0,5.0,3,4,Have certificate,No furnishings,4.3,Hà Nội,Hoài Đức,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Độc Lập, Phường Tân Thành, Tân Phú, Hồ Chí Minh",48.0,4.425,5.0,4.0,4,4,Have certificate,No furnishings,6.1,Hồ Chí Minh,Tân Phú,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Phạm Hùng, Xã Trung An, Mỹ Tho, Tiền Giang",60.0,4.4,5.0,2.0,3,2,Have certificate,Basic,1.36,Tiền Giang,Mỹ Tho,40–60,2,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Bắc Cầu, Phường Ngọc Thụy, Long Biên, Hà Nội",46.0,4.6,5.0,3.0,3,3,Have certificate,Full,3.95,Hà Nội,Long Biên,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Dương Văn Dương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",53.0,4.0,3.0,1.0,2,2,Have certificate,Basic,4.3,Hồ Chí Minh,Tân Phú,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Thới An 16, Phường Thới An, Quận 12, Hồ Chí Minh",82.0,5.3,5.0,3.0,4,5,Have certificate,Basic,5.5,Hồ Chí Minh,Quận 12,80–120,4,4–6,2,3–5,2,3–4,2,3–4,2,5–8,3,9,8–11,3
