Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,Area_bin,Area_bin_order,Frontage_bin,Frontage_bin_order,Access_Road_bin,Access_Road_bin_order,Floors_bin,Floors_bin_order,Bedrooms_bin,Bedrooms_bin_order,Bathrooms_bin,Bathrooms_bin_order,Total_Room,Total_Room_bin,Total_Room_order
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",56.0,3.85,2.8,4.0,4,5,Have certificate,Full,8.5,Hà Nội,Thanh Xuân,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",116.8,4.0,3.0,5.0,3,2,Have certificate,No furnishings,7.3,Hà Nội,Bắc Từ Liêm,80–120,4,2–4,1,2–3,1,5–7,3,3–4,2,1–2,1,5,5–7,2
"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,5.0,6,6,Have certificate,Full,5.98,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,5–7,3,5–8,3,5–8,3,12,12+,4
"Đường Bùi Tá Hán, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",65.0,5.5,7.0,3.0,3,3,Have certificate,Full,4.7,Đà Nẵng,Ngũ Hành Sơn,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Gò Dầu, Phường Tân Thành, Tân Phú, Hồ Chí Minh",50.0,4.4,5.0,4.0,4,4,Sale contract,No furnishings,7.0,Hồ Chí Minh,Tân Phú,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",70.0,6.6,3.0,5.0,4,4,Sale contract,No furnishings,9.6,Hà Nội,Cầu Giấy,60–80,3,6–8,3,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Five Star Kim Giang, Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",55.0,5.0,3.0,5.0,4,5,Have certificate,Full,6.8,Hà Nội,Thanh Xuân,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,5–8,3,9,8–11,3
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",37.0,4.0,3.0,6.0,3,3,Have certificate,Full,5.6,Hà Nội,Long Biên,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",45.0,3.5,2.0,4.0,4,3,Have certificate,Basic,4.95,Hà Nội,Long Biên,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Bồ Đề, Quận Long Biên, Hà Nội",45.0,4.4,2.0,5.0,3,4,Have certificate,Full,5.7,Hà Nội,Long Biên,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội",46.5,5.0,5.0,3.0,3,1,Sale contract,No furnishings,2.8,Hà Nội,Đông Anh,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,1–2,1,4,2–4,1
"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",68.0,4.0,5.0,1.0,3,3,Have certificate,No furnishings,2.8,Hồ Chí Minh,Quận 12,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường 826C, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",40.0,4.4,5.0,2.0,2,2,Have certificate,No furnishings,1.38,Hồ Chí Minh,Nhà Bè,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Dự án The Larita, Xã Mỹ Yên, Bến Lức, Long An",80.0,5.0,12.0,3.0,4,4,Have certificate,Full,1.5,Long An,Bến Lức,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,8,8–11,3
"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",32.0,4.0,6.0,5.0,3,4,Have certificate,Full,5.7,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,5–7,3,5–7,3,3–4,2,3–4,2,7,5–7,2
"Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",75.0,8.0,3.0,1.0,3,1,Have certificate,Full,2.35,Hồ Chí Minh,Hóc Môn,60–80,3,6–8,3,2–3,1,1–2,1,3–4,2,1–2,1,4,2–4,1
"Đường Phạm Hùng, Phường 9, Quận 8, Hồ Chí Minh",86.0,4.0,3.0,2.0,8,2,Sale contract,No furnishings,7.6,Hồ Chí Minh,Quận 8,80–120,4,2–4,1,2–3,1,1–2,1,5–8,3,1–2,1,10,8–11,3
"Dự án The Pearl Riverside, Bến Lức, Long An",70.0,4.4,5.0,1.0,4,4,Have certificate,No furnishings,2.7,Long An,Bến Lức,60–80,3,4–6,2,3–5,2,1–2,1,3–4,2,3–4,2,8,8–11,3
"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",41.8,4.4,2.0,3.0,3,2,Sale contract,No furnishings,2.85,Đà Nẵng,Thanh Khê,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Lê Duẩn, Phường Tân Chính, Thanh Khê, Đà Nẵng",48.6,4.35,3.0,3.0,2,2,Sale contract,No furnishings,2.95,Đà Nẵng,Thanh Khê,40–60,2,4–6,2,2–3,1,3–4,2,1–2,1,1–2,1,4,2–4,1
"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",56.0,5.0,7.0,3.0,3,3,Sale contract,No furnishings,4.65,Đà Nẵng,Hải Châu,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",42.0,5.6,3.0,5.0,3,4,Have certificate,Basic,8.5,Hà Nội,Đống Đa,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",53.0,4.074999999999999,5.0,2.0,4,3,Have certificate,No furnishings,4.35,Hồ Chí Minh,Gò Vấp,40–60,2,4–6,2,3–5,2,1–2,1,3–4,2,3–4,2,7,5–7,2
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",40.0,4.25,3.0,5.0,4,4,Have certificate,Full,6.3,Hà Nội,Bắc Từ Liêm,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Dự án KDC Bình Hưng, Đường Quốc Lộ 50, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",72.0,4.4,10.0,3.0,4,4,Have certificate,No furnishings,8.35,Hồ Chí Minh,Bình Chánh,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.0,3.5,6.0,1.0,2,2,Have certificate,Full,2.35,Hồ Chí Minh,Bình Tân,20–40,1,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",20.0,3.5,4.0,3.0,2,2,Have certificate,Full,2.8,Hồ Chí Minh,Tân Bình,20–40,1,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,4,2–4,1
"Ngõ 271, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",91.0,5.0,5.0,1.0,1,1,Sale contract,No furnishings,3.5,Hà Nội,Thanh Xuân,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Lạc Thị, Xã Ngọc Hồi, Thanh Trì, Hà Nội",45.0,4.0,5.0,5.0,5,4,Sale contract,No furnishings,4.5,Hà Nội,Thanh Trì,40–60,2,2–4,1,3–5,2,5–7,3,5–8,3,3–4,2,9,8–11,3
"Đường 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",52.0,4.5,8.0,4.0,4,3,Have certificate,Basic,7.2,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Yên Nghĩa, Hà Đông, Hà Nội",34.0,4.0,4.0,4.0,3,4,Have certificate,Full,2.95,Hà Nội,Hà Đông,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Thạch, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng",112.5,5.0,7.5,3.0,5,3,Have certificate,Full,4.9,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,7–9,4,3–4,2,5–8,3,3–4,2,8,8–11,3
"Xã Phụng Châu, Chương Mỹ, Hà Nội",34.0,4.25,3.0,3.0,3,3,Have certificate,Basic,2.1,Hà Nội,Chương Mỹ,20–40,1,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Trịnh Như Khuê, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",98.4,5.5,12.0,1.0,3,2,Have certificate,Full,1.19,Hồ Chí Minh,Bình Chánh,80–120,4,4–6,2,lớn hơn 9,5,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",26.4,4.0,5.0,3.0,2,1,Sale contract,No furnishings,3.85,Hồ Chí Minh,Quận 1,20–40,1,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,3,2–4,1
"Dự án Khu đô thị Xuân Hưng, Đường CSEDP, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa",75.0,5.0,7.5,4.0,1,1,Have certificate,No furnishings,4.35,Thanh Hóa,Thanh Hóa,60–80,3,4–6,2,7–9,4,3–4,2,1–2,1,1–2,1,2,2–4,1
"551/263, Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",60.0,5.0,9.0,3.0,4,5,Have certificate,No furnishings,5.6,Hồ Chí Minh,Quận 12,40–60,2,4–6,2,7–9,4,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",51.0,4.2,12.0,2.0,3,4,Have certificate,Basic,6.0,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,lớn hơn 9,5,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",35.0,3.6,2.0,3.0,3,4,Have certificate,No furnishings,5.65,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Xã Đông La, Hoài Đức, Hà Nội",40.0,3.7,4.0,6.0,4,4,Have certificate,Basic,3.25,Hà Nội,Hoài Đức,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Dự án PiCity Sky Park, Đường Bình Đường, Phường An Bình, Dĩ An, Bình Dương",120.0,4.4,5.0,2.0,4,2,Have certificate,Basic,7.9,Bình Dương,Dĩ An,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,6,5–7,2
"Dự án Cozy House Bình Dương, Đường Bình Chuẩn 36, Phường Bình Chuẩn, Thuận An, Bình Dương",60.0,6.0,5.0,3.0,3,2,Have certificate,Basic,2.95,Bình Dương,Thuận An,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",60.0,4.5,6.0,4.0,4,4,Have certificate,Basic,6.5,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Xã Đông La, Huyện Hoài Đức, Hà Nội",40.0,3.75,3.0,4.0,4,4,Have certificate,Basic,2.5,Hà Nội,Hoài Đức,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Tỉnh Lộ 422B, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,3.4,4.0,5.0,3,4,Have certificate,Full,4.1,Hà Nội,Hoài Đức,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",110.0,4.4,7.0,2.0,2,2,Have certificate,No furnishings,5.0,Hồ Chí Minh,Quận 12,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"22/30, Đường 21, Phường 8, Gò Vấp, Hồ Chí Minh",54.0,4.4,5.0,4.0,4,4,Sale contract,No furnishings,5.7,Hồ Chí Minh,Gò Vấp,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",40.0,3.3,3.0,4.0,4,4,Have certificate,Basic,1.95,Hà Nội,Chương Mỹ,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",58.3,4.0,12.0,3.0,4,5,Have certificate,Full,5.5,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,5–8,3,9,8–11,3
"86, Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",53.0,3.6,5.0,4.0,3,4,Have certificate,Basic,6.5,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường 7, Quận 8, Hồ Chí Minh",101.0,9.0,12.0,1.0,4,4,Sale contract,No furnishings,4.8,Hồ Chí Minh,Quận 8,80–120,4,8–12,4,lớn hơn 9,5,1–2,1,3–4,2,3–4,2,8,8–11,3
"Hẻm 47/, Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",20.0,4.4,5.0,2.0,2,2,Have certificate,Full,3.45,Hồ Chí Minh,Bình Thạnh,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",72.0,4.0,4.0,5.0,4,4,Have certificate,No furnishings,9.5,Hồ Chí Minh,Gò Vấp,60–80,3,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên.",100.0,5.0,5.0,1.0,1,1,Have certificate,No furnishings,3.3,Thái Nguyên,Phổ Yên,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường 16, Xã Long Điền, Long Điền, Bà Rịa Vũng Tàu",65.0,6.0,4.0,1.0,2,1,Have certificate,Basic,1.65,Bà Rịa Vũng Tàu,Long Điền,60–80,3,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",48.0,5.0,4.0,4.0,3,4,Have certificate,Full,6.2,Hồ Chí Minh,Gò Vấp,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Xã Đại Thành, Quốc Oai, Hà Nội",45.0,4.3,5.0,3.0,3,3,Have certificate,Full,2.65,Hà Nội,Quốc Oai,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",40.0,3.5,4.0,4.0,4,3,Have certificate,Full,5.6,Hồ Chí Minh,Gò Vấp,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",65.0,3.2,3.0,3.0,4,4,Have certificate,No furnishings,10.0,Hồ Chí Minh,Quận 3,60–80,3,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai.",84.0,4.3,8.0,2.0,3,2,Have certificate,Full,2.45,Đồng Nai,Biên Hòa,80–120,4,4–6,2,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135.0,9.0,12.0,3.0,4,5,Sale contract,No furnishings,7.55,Bắc Ninh,Từ Sơn,120–160,5,8–12,4,lớn hơn 9,5,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",60.0,6.0,3.5,4.0,4,4,Have certificate,Basic,8.0,Hồ Chí Minh,Quận 10,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Dương Công Khi, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",177.0,6.1,5.0,2.0,3,4,Have certificate,Basic,5.46,Hồ Chí Minh,Hóc Môn,lớn hơn 160,6,6–8,3,3–5,2,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Hùng Vương, Xã Vĩnh Thanh, Nhơn Trạch, Đồng Nai",100.0,6.0,5.0,2.0,2,1,Have certificate,Full,2.7,Đồng Nai,Nhơn Trạch,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Phường Phúc Đồng, Long Biên, Hà Nội",45.0,4.1,5.0,5.0,4,3,Sale contract,Full,4.45,Hà Nội,Long Biên,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",84.0,7.0,10.0,3.0,8,6,Have certificate,No furnishings,6.5,Hồ Chí Minh,Quận 8,80–120,4,6–8,3,lớn hơn 9,5,3–4,2,5–8,3,5–8,3,14,12+,4
"Phường An Phú, Quận 2, Hồ Chí Minh",80.0,4.4,6.0,3.0,5,5,Have certificate,Basic,6.9,Hồ Chí Minh,Quận 2,60–80,3,4–6,2,5–7,3,3–4,2,5–8,3,5–8,3,10,8–11,3
"Phường Phước Bình, Quận 9, Hồ Chí Minh",70.0,4.0,8.0,4.0,5,1,Have certificate,No furnishings,7.5,Hồ Chí Minh,Quận 9,60–80,3,2–4,1,7–9,4,3–4,2,5–8,3,1–2,1,6,5–7,2
"Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",58.0,4.0,4.0,3.0,3,3,Have certificate,Full,6.39,Hồ Chí Minh,Tân Phú,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Xã Kim Nỗ, Đông Anh, Hà Nội",67.0,6.2,3.0,3.0,3,3,Have certificate,Full,4.5,Hà Nội,Đông Anh,60–80,3,6–8,3,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Thạch Bàn, Long Biên, Hà Nội",60.0,5.1,3.0,4.0,4,4,Have certificate,Basic,4.5,Hà Nội,Long Biên,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90.0,6.0,12.0,2.0,4,3,Sale contract,No furnishings,3.3,Long An,Bến Lức,80–120,4,4–6,2,lớn hơn 9,5,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52.0,4.0,8.0,3.0,4,4,Sale contract,No furnishings,5.3,Hồ Chí Minh,Thủ Đức,40–60,2,2–4,1,7–9,4,3–4,2,3–4,2,3–4,2,8,8–11,3
"386/24A Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",124.0,4.4,5.0,1.0,4,2,Sale contract,No furnishings,6.3,Đà Nẵng,Hải Châu,120–160,5,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,6,5–7,2
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92.5,6.0,6.0,3.0,3,4,Have certificate,No furnishings,6.95,Đà Nẵng,Liên Chiểu,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Kinh Dương Vương, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",94.0,5.7,4.0,5.0,4,3,Have certificate,No furnishings,4.8,Hồ Chí Minh,Bình Tân,80–120,4,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",45.5,3.7,3.0,3.0,3,3,Sale contract,Full,3.25,Hồ Chí Minh,Quận 3,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Biên Giang, Hà Đông, Hà Nội",35.0,3.75,3.0,4.0,3,3,Have certificate,Basic,2.5,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Xuân Thiều 25, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",85.0,6.08,4.0,2.0,3,2,Have certificate,Basic,2.55,Đà Nẵng,Liên Chiểu,80–120,4,6–8,3,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường 182, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",71.0,4.4,4.0,2.0,2,2,Have certificate,Basic,4.9,Hồ Chí Minh,Thủ Đức,60–80,3,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Phường Quan Hoa, Cầu Giấy, Hà Nội",43.0,3.6,4.0,4.0,2,3,Have certificate,Basic,8.65,Hà Nội,Cầu Giấy,40–60,2,2–4,1,3–5,2,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",39.0,4.6,3.0,4.0,3,4,Have certificate,No furnishings,10.0,Hà Nội,Hà Đông,20–40,1,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường 53, Phường 14, Gò Vấp, Hồ Chí Minh",64.0,5.0,10.0,4.0,4,5,Have certificate,No furnishings,8.0,Hồ Chí Minh,Gò Vấp,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,5–8,3,9,8–11,3
"Số 22 Đường Số 1, Xã Bình An, Thủ Thừa, Long An",100.0,4.4,6.0,1.0,1,1,Have certificate,No furnishings,1.7,Long An,Thủ Thừa,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",88.6,8.0,3.0,3.0,3,4,Have certificate,No furnishings,9.5,Hồ Chí Minh,Gò Vấp,80–120,4,6–8,3,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",24.0,4.0,3.0,4.0,2,3,Have certificate,Full,4.28,Hà Nội,Đống Đa,20–40,1,2–4,1,2–3,1,3–4,2,1–2,1,3–4,2,5,5–7,2
"95 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40.0,4.0,5.0,1.0,1,1,Have certificate,Basic,7.0,Hà Nội,Cầu Giấy,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Xã Mai Lâm, Đông Anh, Hà Nội",52.0,5.0,5.0,4.0,3,1,Sale contract,No furnishings,4.2,Hà Nội,Đông Anh,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,1–2,1,4,2–4,1
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92.0,5.0,6.0,3.0,4,4,Have certificate,No furnishings,6.95,Đà Nẵng,Liên Chiểu,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",102.6,7.0,3.0,1.0,2,2,Have certificate,Full,5.6,Hồ Chí Minh,Quận 7,80–120,4,6–8,3,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Khánh An 9, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",150.0,7.5,5.5,3.0,4,4,Have certificate,Full,5.0,Đà Nẵng,Liên Chiểu,120–160,5,6–8,3,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Phường 13, Phú Nhuận, Hồ Chí Minh",62.0,4.3,5.0,5.0,5,1,Have certificate,Full,8.9,Hồ Chí Minh,Phú Nhuận,60–80,3,4–6,2,3–5,2,5–7,3,5–8,3,1–2,1,6,5–7,2
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",198.5,9.0,10.0,2.0,4,3,Have certificate,Full,8.0,Đồng Nai,Biên Hòa,lớn hơn 160,6,8–12,4,lớn hơn 9,5,1–2,1,3–4,2,3–4,2,7,5–7,2
"Chúc Sơn, Chương Mỹ, Hà Nội",31.0,4.4,5.0,3.0,3,3,Have certificate,Full,2.48,Hà Nội,Chương Mỹ,20–40,1,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.0,4.0,8.0,3.0,4,5,Have certificate,No furnishings,7.45,Hồ Chí Minh,Thủ Đức,40–60,2,2–4,1,7–9,4,3–4,2,3–4,2,5–8,3,9,8–11,3
"Ngõ 121.48, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",56.0,6.0,5.0,4.0,4,4,Have certificate,Full,7.15,Hà Nội,Hai Bà Trưng,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",54.0,4.85,2.0,2.0,3,2,Have certificate,Basic,7.5,Hồ Chí Minh,Quận 1,40–60,2,4–6,2,2–3,1,1–2,1,3–4,2,1–2,1,5,5–7,2
"Ngõ 291, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30.0,3.25,5.0,5.0,3,4,Have certificate,No furnishings,4.25,Hà Nội,Hà Đông,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",78.5,5.0,11.5,4.0,4,4,Sale contract,No furnishings,4.9,Bà Rịa Vũng Tàu,Vũng Tàu,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,8,8–11,3
"Dự án Centa City Hải Phòng, Đường 359, Xã Dương Quan, Thủy Nguyên, Hải Phòng",75.0,5.0,12.0,3.0,4,4,Have certificate,No furnishings,4.25,Hải Phòng,Thủy Nguyên,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,8,8–11,3
"Dự án PiCity Sky Park, Đường Bình Đường, Phường An Bình, Dĩ An, Bình Dương",108.0,4.4,5.0,2.0,4,2,Have certificate,No furnishings,7.7,Bình Dương,Dĩ An,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,6,5–7,2
